First Name,Last Name,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,TPE
Olivier-Luc,Haché,Rouyn-Noranda,Huskies,7,8,0,0,0,0,0,1,1,9,9,8,10,9,9,5,10,9,9,11,10,2,9,9,9,6,11,4,11,9,1,1,1,1,1,1,1,1,1,1,1,152
Kevyn,Brassard,Rouyn-Noranda,Huskies,3,1,0,0,0,0,0,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,7,7,7,10,10,8,9,9,11,84
Alexandre,Caron,Rouyn-Noranda,Huskies,7,9,0,0,0,0,0,1,1,9,9,9,9,9,9,3,10,9,10,11,10,2,9,9,6,9,11,4,10,10,1,1,1,1,1,1,1,1,1,1,1,156
Thomas,Belzile,Rouyn-Noranda,Huskies,5,8,0,0,0,0,0,1,1,8,7,8,8,8,9,2,5,6,11,11,5,11,10,10,1,8,11,12,11,10,1,1,1,1,1,1,1,1,1,1,1,170
Charles-Édouard,Drouin,Rouyn-Noranda,Huskies,9,11,0,0,0,0,0,1,1,11,13,10,11,11,9,5,11,11,11,11,11,3,12,10,12,9,11,5,11,10,1,1,1,1,1,1,1,1,1,1,1,307
Samuel,Richard,Rouyn-Noranda,Huskies,4,1,0,0,0,0,0,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,8,8,10,10,8,10,9,11,111
Samuel,Régis,Rouyn-Noranda,Huskies,7,9,0,0,0,0,0,1,1,10,9,10,10,10,11,4,5,7,11,11,6,12,10,10,1,9,11,12,12,11,1,1,1,1,1,1,1,1,1,1,1,241
Mathieu,Gagnon,Rouyn-Noranda,Huskies,10,13,0,0,0,0,0,1,1,7,7,7,7,8,7,1,8,7,8,8,8,1,9,7,8,6,8,2,8,9,1,1,1,1,1,1,1,1,1,1,1,102
William,Rouleau,Rouyn-Noranda,Huskies,9,11,0,0,0,0,0,1,1,10,10,10,11,11,10,4,11,10,10,10,11,3,11,10,10,8,10,4,10,11,1,1,1,1,1,1,1,1,1,1,1,243
Tristan,Gourdeau,Rouyn-Noranda,Huskies,10,12,0,0,0,0,0,1,1,10,10,10,11,11,10,4,11,11,11,12,12,4,11,11,9,12,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,350
Adrian,Valigura,Rouyn-Noranda,Huskies,9,11,0,0,0,0,0,1,1,11,11,11,11,12,11,5,12,12,10,12,13,4,9,9,8,10,11,5,10,10,1,1,1,1,1,1,1,1,1,1,1,306
Jacob,Squires,Rouyn-Noranda,Huskies,7,10,0,0,0,0,0,1,1,11,10,11,11,11,11,5,7,9,13,13,7,13,12,12,2,10,13,14,14,12,1,1,1,1,1,1,1,1,1,1,1,419
Alexis,Brisson,Rouyn-Noranda,Huskies,10,12,0,0,0,0,0,1,1,7,7,8,8,8,7,2,9,9,9,9,9,2,10,9,9,7,10,4,9,10,1,1,1,1,1,1,1,1,1,1,1,136
Samuel,Johnson,Rouyn-Noranda,Huskies,10,12,0,0,0,0,0,1,1,9,9,9,10,10,9,4,10,10,10,10,10,2,11,9,9,7,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,199
Marc-Antoine,Séguin,Rouyn-Noranda,Huskies,7,9,0,0,0,0,0,1,1,7,7,7,8,8,7,1,8,8,8,8,9,1,9,7,8,6,8,2,8,8,1,1,1,1,1,1,1,1,1,1,1,71
Jeremy,Duguay,Rouyn-Noranda,Huskies,11,13,0,0,0,0,0,1,1,11,11,12,12,12,11,6,12,11,11,11,12,4,12,10,11,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,370
Mickaël,Hébert,Rouyn-Noranda,Huskies,8,11,0,0,0,0,0,1,1,8,8,8,8,9,8,2,10,9,10,10,10,2,11,9,10,8,10,4,10,10,1,1,1,1,1,1,1,1,1,1,1,166
Kurtis,Lang,Rouyn-Noranda,Huskies,6,8,0,0,0,0,0,1,1,10,11,11,11,11,10,5,13,12,13,14,13,5,13,12,9,12,13,6,12,13,1,1,1,1,1,1,1,1,1,1,1,433
Alex,Labbé,Rouyn-Noranda,Huskies,10,13,0,0,0,0,0,1,1,10,10,10,10,11,10,4,10,10,10,10,10,3,11,10,10,8,10,5,10,11,1,1,1,1,1,1,1,1,1,1,1,249
Loïc,Bergeron,Rouyn-Noranda,Huskies,9,11,0,0,0,0,0,1,1,8,7,8,8,8,9,2,5,7,11,11,6,12,10,11,1,9,11,12,12,11,1,1,1,1,1,1,1,1,1,1,1,218
Édouard,Dostie,Rouyn-Noranda,Huskies,9,11,0,0,0,0,0,1,1,9,9,9,10,10,9,4,10,9,9,9,10,2,10,8,9,7,9,3,9,10,1,1,1,1,1,1,1,1,1,1,1,154
Steven,Fournier,Rouyn-Noranda,Huskies,6,9,0,0,0,0,0,1,1,9,9,9,10,10,9,3,12,11,11,13,12,4,11,11,8,11,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,282
Zachary,Cardinal,Rouyn-Noranda,Huskies,7,9,0,0,0,0,0,1,1,8,7,9,9,9,9,3,5,7,11,11,5,12,10,10,1,9,11,12,12,10,1,1,1,1,1,1,1,1,1,1,1,199
Rudolfs,Polcs,Val-d'Or,Foreurs,9,10,0,0,0,0,0,1,1,12,12,12,12,12,11,6,12,12,12,12,13,4,12,9,12,9,12,6,11,10,1,1,1,1,1,1,1,1,1,1,1,394
Thomas,Pelletier,Val-d'Or,Foreurs,4,10,0,0,0,0,0,1,1,11,12,13,13,11,12,4,4,8,13,12,6,15,11,11,5,9,13,12,13,13,1,1,1,1,1,1,1,1,1,1,1,436
Jonathan,Lemieux,Val-d'Or,Foreurs,7,1,0,0,0,0,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10,11,11,12,11,11,10,12,10,12,243
Benjamin,Dion,Val-d'Or,Foreurs,7,11,0,0,0,0,0,1,1,11,11,12,11,11,12,5,12,11,11,12,11,3,11,11,8,11,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,343
Jérémy,Michel,Val-d'Or,Foreurs,6,10,0,0,0,0,0,1,1,13,13,11,12,11,11,4,10,11,13,13,10,4,12,10,10,10,11,6,11,12,1,1,1,1,1,1,1,1,1,1,1,364
Anthony,Allepot,Val-d'Or,Foreurs,9,12,0,0,0,0,0,1,1,12,11,12,11,13,12,6,4,8,11,13,7,13,11,11,4,11,11,10,12,11,1,1,1,1,1,1,1,1,1,1,1,368
Maxence,Guénette,Val-d'Or,Foreurs,9,12,0,0,0,0,0,1,1,12,12,13,12,12,13,5,5,10,13,14,7,14,12,12,6,11,14,13,14,13,1,1,1,1,1,1,1,1,1,1,1,552
Loïc,Jarry,Val-d'Or,Foreurs,7,10,0,0,0,0,0,1,1,10,10,11,11,12,13,5,4,6,12,13,5,14,10,10,2,8,13,12,13,12,1,1,1,1,1,1,1,1,1,1,1,365
Alexander,Mirzabalayev,Val-d'Or,Foreurs,4,7,0,0,0,0,0,1,1,11,11,10,11,11,6,4,8,9,11,12,11,4,11,7,6,5,9,3,9,9,1,1,1,1,1,1,1,1,1,1,1,181
Peyton,Hoyt,Val-d'Or,Foreurs,12,15,0,0,0,0,0,1,1,12,13,11,12,11,11,8,11,12,12,13,13,5,11,12,7,14,13,8,11,11,1,1,1,1,1,1,1,1,1,1,1,503
David,Noël,Val-d'Or,Foreurs,8,13,0,0,0,0,0,1,1,13,12,13,13,13,12,7,6,11,13,14,9,15,13,12,5,12,12,12,13,12,1,1,1,1,1,1,1,1,1,1,1,562
Nicolas,Ouellet,Val-d'Or,Foreurs,6,10,0,0,0,0,0,1,1,12,12,12,13,12,8,5,11,13,13,13,13,4,14,10,10,9,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,444
Édouard,St-Laurent,Val-d'Or,Foreurs,8,13,0,0,0,0,0,1,1,12,12,12,13,12,12,8,12,12,11,12,13,5,11,11,11,11,11,7,12,11,1,1,1,1,1,1,1,1,1,1,1,434
Xavier,Bolduc,Val-d'Or,Foreurs,6,1,0,0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,10,11,10,11,9,11,11,12,175
Olivier,Mathieu,Val-d'Or,Foreurs,12,13,0,0,0,0,0,1,1,13,14,11,12,12,10,7,11,12,12,13,12,5,13,11,11,11,11,6,10,12,1,1,1,1,1,1,1,1,1,1,1,464
Guillaume,Desmarais,Val-d'Or,Foreurs,8,11,0,0,0,0,0,1,1,11,11,11,12,12,10,5,11,11,11,12,12,4,11,11,8,11,12,5,11,12,1,1,1,1,1,1,1,1,1,1,1,339
Alexandre,Doucet,Val-d'Or,Foreurs,7,10,0,0,0,0,0,1,1,12,12,11,11,11,11,5,11,11,12,12,12,3,12,10,9,10,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,329
William,Provost,Val-d'Or,Foreurs,9,11,0,0,0,0,0,1,1,9,9,9,9,10,9,3,11,11,11,12,12,4,11,11,8,11,13,6,11,12,1,1,1,1,1,1,1,1,1,1,1,284
Olivier,Picard,Val-d'Or,Foreurs,8,10,0,0,0,0,0,1,1,9,9,9,9,10,12,3,10,10,10,12,10,3,10,10,7,10,12,5,10,11,1,1,1,1,1,1,1,1,1,1,1,228
Marshall,Lessard,Val-d'Or,Foreurs,8,10,0,0,0,0,0,1,1,8,8,8,8,9,8,2,10,9,9,10,10,2,9,9,6,9,10,4,9,10,1,1,1,1,1,1,1,1,1,1,1,133
Maverick,Gauthier,Val-d'Or,Foreurs,9,11,0,0,0,0,0,1,1,11,10,11,12,12,12,5,7,8,12,13,7,13,11,12,2,10,13,14,13,12,1,1,1,1,1,1,1,1,1,1,1,419
Jérémie,Biakabutuka,Val-d'Or,Foreurs,10,13,0,0,0,0,0,1,1,11,11,13,12,11,14,8,7,10,12,13,8,14,12,12,5,11,12,11,13,11,1,1,1,1,1,1,1,1,1,1,1,470
William,Minville,Val-d'Or,Foreurs,7,10,0,0,0,0,0,1,1,8,7,8,9,9,9,2,5,6,11,11,5,11,9,10,1,8,10,11,11,10,1,1,1,1,1,1,1,1,1,1,1,165
Alec,Rhéaume,Val-d'Or,Foreurs,12,13,0,0,0,0,0,1,1,10,9,11,10,11,11,8,5,8,13,13,6,13,11,12,5,12,10,12,11,10,1,1,1,1,1,1,1,1,1,1,1,363
Jacob,Gaucher,Val-d'Or,Foreurs,7,11,0,0,0,0,0,1,1,11,10,12,11,11,13,5,13,11,12,12,12,4,11,11,11,9,11,6,13,12,1,1,1,1,1,1,1,1,1,1,1,380
Émile,Lauzon,Val-d'Or,Foreurs,11,13,0,0,0,0,0,1,1,12,12,12,12,12,11,6,12,11,11,11,12,4,12,10,11,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,386
Justin,Robidas,Val-d'Or,Foreurs,5,10,0,0,0,0,0,1,1,12,14,10,13,11,9,3,10,13,12,14,12,4,13,10,12,8,12,6,10,12,1,1,1,1,1,1,1,1,1,1,1,416
Félix,Paquet,Val-d'Or,Foreurs,6,12,0,0,0,0,0,1,1,12,10,12,11,11,12,4,6,8,11,11,5,12,10,11,4,10,12,13,12,13,1,1,1,1,1,1,1,1,1,1,1,351
Zackary,Michaud,Val-d'Or,Foreurs,6,8,0,0,0,0,0,1,1,9,10,10,10,10,9,4,10,9,10,10,10,2,11,9,10,8,10,4,10,11,1,1,1,1,1,1,1,1,1,1,1,186
Paul-Edward,Vollant,Val-d'Or,Foreurs,8,11,0,0,0,0,0,1,1,8,7,8,8,8,9,2,5,7,11,11,5,11,10,10,1,9,11,12,12,10,1,1,1,1,1,1,1,1,1,1,1,197
Zachary,Cadorette,Val-d'Or,Foreurs,9,12,0,0,0,0,0,1,1,9,9,9,9,10,9,3,11,11,11,11,11,3,12,11,11,9,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,269
Thimo,Nickl,Drummondville,Voltigeurs,8,10,0,0,0,0,0,1,1,11,12,11,12,12,9,6,6,9,11,12,5,14,11,10,5,10,11,11,12,11,1,1,1,1,1,1,1,1,1,1,1,330
Fabian,Hochegger,Drummondville,Voltigeurs,8,10,0,0,0,0,0,1,1,12,14,11,12,12,8,6,11,12,12,12,12,3,12,8,12,9,11,5,11,9,1,1,1,1,1,1,1,1,1,1,1,363
Brandon,Skubel,Drummondville,Voltigeurs,9,12,0,0,0,0,0,1,1,11,11,12,11,12,13,6,12,11,13,12,12,4,12,11,11,9,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,406
Anthony,Morrone,Drummondville,Voltigeurs,6,1,0,0,0,0,0,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,10,11,11,12,10,11,12,11,10,12,265
Mathieu,Charlebois,Drummondville,Voltigeurs,13,13,0,0,0,0,0,1,1,10,9,11,10,11,14,10,6,8,11,12,7,12,9,12,2,13,12,12,11,10,1,1,1,1,1,1,1,1,1,1,1,390
Isiah,Campbell,Drummondville,Voltigeurs,8,12,0,0,0,0,0,1,1,11,10,13,12,11,13,5,12,11,12,12,11,4,12,11,12,10,11,5,13,11,1,1,1,1,1,1,1,1,1,1,1,402
Bryan,Lemieux,Drummondville,Voltigeurs,7,8,0,0,0,0,0,1,1,9,11,9,9,9,11,6,10,8,9,9,9,2,9,9,10,7,12,4,11,11,1,1,1,1,1,1,1,1,1,1,1,177
Xavier,Simoneau,Drummondville,Voltigeurs,14,14,0,0,0,0,0,1,1,13,14,11,13,13,10,10,11,13,14,15,13,4,14,11,13,10,11,6,11,13,1,1,1,1,1,1,1,1,1,1,1,635
Dave,Bowen,Drummondville,Voltigeurs,5,1,0,0,0,0,0,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,8,10,9,10,10,10,9,11,10,11,146
Charlie,Da Fonseca,Drummondville,Voltigeurs,8,10,0,0,0,0,0,1,1,11,11,12,12,12,11,6,12,11,11,11,12,4,12,10,10,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,332
Francesco,Lapenna,Drummondville,Voltigeurs,5,1,0,0,0,0,0,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,8,8,11,11,8,10,10,12,147
William,Dufour,Drummondville,Voltigeurs,10,12,0,0,0,0,0,1,1,12,11,13,13,12,13,6,13,13,13,14,13,4,13,11,10,11,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,503
Noah,Wilson,Drummondville,Voltigeurs,7,10,0,0,0,0,0,1,1,9,8,9,9,9,9,3,6,7,11,12,6,12,10,11,1,9,12,13,12,11,1,1,1,1,1,1,1,1,1,1,1,244
Jacob,Dion,Drummondville,Voltigeurs,7,9,0,0,0,0,0,1,1,11,11,11,12,12,9,4,3,8,13,12,7,14,13,9,4,7,12,10,12,10,1,1,1,1,1,1,1,1,1,1,1,329
Charles-Antoine,Dumont,Drummondville,Voltigeurs,6,8,0,0,0,0,0,1,1,7,7,7,7,8,7,1,8,8,8,9,8,1,8,8,5,8,9,3,8,9,1,1,1,1,1,1,1,1,1,1,1,69
Jérémy,Lapointe,Drummondville,Voltigeurs,10,12,0,0,0,0,0,1,1,8,8,8,8,8,8,2,10,9,9,11,10,2,9,10,7,10,11,4,10,11,1,1,1,1,1,1,1,1,1,1,1,182
Jacob,Leblanc,Drummondville,Voltigeurs,6,1,0,0,0,0,0,12,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,11,11,11,13,13,11,13,12,14,331
Charles-Antoine,Élément,Drummondville,Voltigeurs,11,13,0,0,0,0,0,1,1,12,11,12,12,12,13,6,8,9,13,14,8,14,12,13,3,11,14,15,15,13,1,1,1,1,1,1,1,1,1,1,1,608
Kaylen,Gauthier,Drummondville,Voltigeurs,8,10,0,0,0,0,0,1,1,10,9,10,10,11,11,4,5,6,11,11,5,11,10,10,1,8,10,12,11,10,1,1,1,1,1,1,1,1,1,1,1,223
Nicholas,Girouard,Drummondville,Voltigeurs,11,13,0,0,0,0,0,1,1,10,10,13,11,11,13,4,11,11,11,12,12,4,11,11,8,11,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,379
Orie,Mainolfi,Drummondville,Voltigeurs,7,9,0,0,0,0,0,1,1,7,6,7,7,7,7,1,3,5,9,9,3,10,8,8,1,6,8,10,9,8,1,1,1,1,1,1,1,1,1,1,1,76
Aleks,Dimovski,Drummondville,Voltigeurs,5,8,0,0,0,0,0,1,1,6,6,6,7,7,6,1,7,7,7,8,8,1,7,7,4,8,9,2,8,8,1,1,1,1,1,1,1,1,1,1,1,48
Elliott,Lavoie,Drummondville,Voltigeurs,5,10,0,0,0,0,0,1,1,12,11,13,12,11,12,3,11,9,10,11,10,3,10,10,12,7,12,5,11,12,1,1,1,1,1,1,1,1,1,1,1,319
Mathis,Dorcal-Madore,Drummondville,Voltigeurs,4,1,0,0,0,0,0,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,8,8,10,10,8,10,10,11,116
Jack,Campbell,Drummondville,Voltigeurs,10,12,0,0,0,0,0,1,1,8,8,8,9,9,8,3,10,9,10,10,10,2,10,8,9,7,9,3,9,10,1,1,1,1,1,1,1,1,1,1,1,159
Édouard,Charron,Drummondville,Voltigeurs,11,13,0,0,0,0,0,1,1,10,10,11,11,11,10,5,11,10,10,10,11,3,11,9,10,8,10,4,10,11,1,1,1,1,1,1,1,1,1,1,1,269
Olivier,Drouin,Drummondville,Voltigeurs,3,1,0,0,0,0,0,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,7,6,6,9,9,7,8,8,10,60
Mikhail,Abramov,Victoriaville,Tigres,7,11,0,0,0,0,0,1,1,13,14,12,13,12,11,5,10,13,15,15,12,4,15,10,12,9,12,6,11,13,1,1,1,1,1,1,1,1,1,1,1,560
Yegor,Serdyuk,Victoriaville,Tigres,9,13,0,0,0,0,0,1,1,14,15,12,14,12,10,5,11,14,14,15,13,6,14,11,10,10,11,6,12,13,1,1,1,1,1,1,1,1,1,1,1,616
Brooklyn,Kalmikov,Victoriaville,Tigres,8,11,0,0,0,0,0,1,1,12,11,13,13,11,12,5,12,12,11,12,12,4,11,10,11,10,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,403
Alexandre,DeGagné,Victoriaville,Tigres,11,12,0,0,0,0,0,1,1,9,9,11,10,11,11,8,5,7,12,12,6,13,10,11,3,11,10,11,10,9,1,1,1,1,1,1,1,1,1,1,1,285
Sean,Larochelle,Victoriaville,Tigres,8,12,0,0,0,0,0,1,1,13,13,12,13,12,10,6,5,10,13,14,8,14,13,11,5,11,12,11,13,11,1,1,1,1,1,1,1,1,1,1,1,477
Fabio,Iacobo,Victoriaville,Tigres,8,1,0,0,0,0,0,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,13,12,12,12,12,11,12,11,12,354
Alexander,Peresunko,Victoriaville,Tigres,6,9,0,0,0,0,0,1,1,12,12,12,12,12,10,3,12,13,13,13,13,4,13,9,8,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,386
Vincent,Sévigny,Victoriaville,Tigres,10,13,0,0,0,0,0,1,1,11,10,12,12,11,13,6,4,9,12,13,7,13,11,11,4,11,12,11,13,11,1,1,1,1,1,1,1,1,1,1,1,399
Thomas,Éthier,Victoriaville,Tigres,10,13,0,0,0,0,0,1,1,12,11,13,12,12,14,7,12,11,12,12,12,4,12,12,10,12,11,6,12,11,1,1,1,1,1,1,1,1,1,1,1,464
Isaiah,Gallo-Demetris,Victoriaville,Tigres,7,10,0,0,0,0,0,1,1,12,13,10,12,11,11,5,12,11,11,13,12,4,11,11,11,8,13,6,13,11,1,1,1,1,1,1,1,1,1,1,1,381
Anthony,Poulin,Victoriaville,Tigres,10,12,0,0,0,0,0,1,1,12,13,11,12,11,11,7,10,12,12,13,11,5,12,11,10,11,13,7,12,11,1,1,1,1,1,1,1,1,1,1,1,413
Médérik,Racicot,Victoriaville,Tigres,14,14,0,0,0,0,0,1,1,11,10,12,11,12,12,10,6,9,11,12,7,13,10,13,4,13,12,12,11,11,1,1,1,1,1,1,1,1,1,1,1,456
Yan-Cédric,Gaudreault,Victoriaville,Tigres,9,9,0,0,0,0,0,1,1,12,13,10,11,10,9,5,11,12,12,12,12,4,13,10,12,8,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,343
Édouard,Ouellet,Victoriaville,Tigres,7,9,0,0,0,0,0,1,1,11,13,12,12,12,10,4,11,11,11,12,12,4,11,12,9,10,13,6,12,12,1,1,1,1,1,1,1,1,1,1,1,373
Félix,Paré,Victoriaville,Tigres,12,14,0,0,0,0,0,1,1,11,10,13,12,11,14,9,12,10,11,12,11,5,10,12,10,13,11,6,10,11,1,1,1,1,1,1,1,1,1,1,1,436
Tom,Fortin,Victoriaville,Tigres,8,11,0,0,0,0,0,1,1,9,9,10,10,10,12,4,5,7,11,11,5,11,10,11,1,10,12,13,13,11,1,1,1,1,1,1,1,1,1,1,1,281
Alexandre,Roy,Victoriaville,Tigres,9,10,0,0,0,0,0,1,1,11,13,10,11,10,9,5,11,12,12,12,12,4,12,9,12,9,11,6,11,10,1,1,1,1,1,1,1,1,1,1,1,325
Antoine,Desrochers,Victoriaville,Tigres,7,10,0,0,0,0,0,1,1,11,12,10,11,10,8,5,6,8,12,12,6,12,11,12,3,10,12,13,13,12,1,1,1,1,1,1,1,1,1,1,1,336
Massimo,Siciliano,Victoriaville,Tigres,10,12,0,0,0,0,0,1,1,8,7,8,8,8,8,2,3,4,9,9,3,9,8,7,1,6,8,9,9,8,1,1,1,1,1,1,1,1,1,1,1,102
Conor,Frenette,Victoriaville,Tigres,7,11,0,0,0,0,0,1,1,13,13,11,12,12,10,3,12,12,12,13,12,4,12,11,11,9,12,5,12,11,1,1,1,1,1,1,1,1,1,1,1,411
Alexis,Bélisle,Victoriaville,Tigres,10,12,0,0,0,0,0,1,1,9,9,9,10,10,9,3,11,10,10,11,11,3,10,10,7,10,11,4,10,11,1,1,1,1,1,1,1,1,1,1,1,229
Nikolas,Hurtubise,Victoriaville,Tigres,4,1,0,0,0,0,0,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,8,8,8,11,11,8,10,10,12,134
Nicolas,Daigle,Victoriaville,Tigres,9,12,0,0,0,0,0,1,1,11,13,11,12,11,10,6,10,11,14,13,12,3,14,10,12,10,11,5,11,12,1,1,1,1,1,1,1,1,1,1,1,425
Jérémy,Michaud,Victoriaville,Tigres,9,11,0,0,0,0,0,1,1,11,13,10,11,11,10,5,6,8,11,12,6,13,11,11,4,10,12,12,13,12,1,1,1,1,1,1,1,1,1,1,1,349
Olivier,Tremblay,Victoriaville,Tigres,10,12,0,0,0,0,0,1,1,12,11,12,13,13,13,7,7,9,13,13,7,14,12,12,3,11,13,14,14,12,1,1,1,1,1,1,1,1,1,1,1,532
Samy,Paré,Victoriaville,Tigres,8,11,0,0,0,0,0,1,1,12,13,10,12,11,9,6,11,12,12,13,12,3,12,9,12,9,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,362
Maxime,Pellerin,Victoriaville,Tigres,9,12,0,0,0,0,0,1,1,12,12,11,12,12,11,5,12,11,11,13,12,4,13,11,12,10,11,5,12,12,1,1,1,1,1,1,1,1,1,1,1,417
Olivier,Pouliot,Victoriaville,Tigres,11,13,0,0,0,0,0,1,1,10,10,10,10,10,9,4,11,10,11,12,11,3,11,11,8,11,13,6,11,12,1,1,1,1,1,1,1,1,1,1,1,317
Jirí,Patera,Brandon,Wheat Kings,8,1,0,0,0,0,0,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,11,13,11,13,13,12,11,13,12,13,371
Chad,Nychuk,Brandon,Wheat Kings,4,10,0,0,0,0,0,1,1,13,11,13,12,12,12,3,5,9,12,13,6,14,10,11,6,8,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,433
Marcus,Kallionkieli,Brandon,Wheat Kings,9,12,0,0,0,0,0,1,1,13,11,13,13,12,13,5,13,14,11,13,14,5,13,12,10,11,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,528
Ty,Thorpe,Brandon,Wheat Kings,10,13,0,0,0,0,0,1,1,12,12,12,12,11,12,6,11,11,11,13,11,4,12,12,10,11,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,424
Riley,Ginnell,Brandon,Wheat Kings,12,13,0,0,0,0,0,1,1,11,10,13,11,10,13,8,12,12,11,12,12,4,12,11,9,12,11,6,13,10,1,1,1,1,1,1,1,1,1,1,1,420
Lynden,McCallum,Brandon,Wheat Kings,10,12,0,0,0,0,0,1,1,12,13,12,11,12,13,7,11,12,12,12,12,4,12,11,10,10,11,6,12,12,1,1,1,1,1,1,1,1,1,1,1,428
Ben,McCartney,Brandon,Wheat Kings,13,14,0,0,0,0,0,1,1,12,11,13,12,12,13,8,12,12,12,13,12,4,12,12,9,13,12,5,12,12,1,1,1,1,1,1,1,1,1,1,1,521
Duncan,Pierce,Brandon,Wheat Kings,13,11,0,0,0,0,0,1,1,10,9,11,10,10,12,9,12,9,11,12,11,4,10,11,8,13,11,5,10,10,1,1,1,1,1,1,1,1,1,1,1,320
Jonny,Lambos,Brandon,Wheat Kings,11,13,0,0,0,0,0,1,1,12,12,12,12,12,11,7,6,9,12,12,8,14,12,11,6,11,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,445
Ethan,Kruger,Brandon,Wheat Kings,7,1,0,0,0,0,0,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,11,11,12,13,13,11,13,13,14,371
Neithan,Salame,Brandon,Wheat Kings,10,13,0,0,0,0,0,1,1,12,11,12,12,11,13,6,4,9,13,13,7,13,12,11,5,12,12,11,12,11,1,1,1,1,1,1,1,1,1,1,1,428
Luka,Burzan,Brandon,Wheat Kings,6,11,0,0,0,0,0,1,1,12,13,14,13,13,13,8,13,14,13,13,14,5,14,11,13,11,12,7,13,12,1,1,1,1,1,1,1,1,1,1,1,603
Reid,Perepeluk,Brandon,Wheat Kings,12,12,0,0,0,0,0,1,1,10,9,11,9,10,13,9,9,12,10,12,11,6,10,11,8,12,10,9,10,10,1,1,1,1,1,1,1,1,1,1,1,312
Marcus,Sekundiak,Brandon,Wheat Kings,11,13,0,0,0,0,0,1,1,12,12,12,12,12,12,5,11,13,11,11,13,5,11,12,11,11,12,7,12,12,1,1,1,1,1,1,1,1,1,1,1,450
Cole,Reinhardt,Brandon,Wheat Kings,12,14,0,0,0,0,0,1,1,11,10,13,12,12,13,8,14,12,12,13,13,5,13,12,10,12,11,6,11,11,1,1,1,1,1,1,1,1,1,1,1,513
Dom,Schmiemann,Brandon,Wheat Kings,12,12,0,0,0,0,0,1,1,9,9,11,9,11,13,8,6,8,12,13,6,13,11,12,4,12,11,12,11,11,1,1,1,1,1,1,1,1,1,1,1,364
Connor,Gutenberg,Brandon,Wheat Kings,10,12,0,0,0,0,0,1,1,14,14,11,13,12,10,7,10,12,14,14,13,6,14,11,13,10,12,6,11,12,1,1,1,1,1,1,1,1,1,1,1,547
