{'first_name': 'Cameron', 'last_name': 'Gaunce', 'Team Name': 'Syracuse', 'Team Nickname': 'Crunch', 'Aggression': 12, 'Bravery': 15, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 13, 'Balance': 15, 'Speed': 14, 'Stamina': 14, 'Strength': 15, 'Fighting': 9, 'Screening': 8, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 13, 'Offensive Read': 12, 'Checking': 15, 'Faceoffs': 6, 'Hitting': 15, 'Positioning': 12, 'Shot Blocking': 13, 'Stickchecking': 15, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 816}
{'first_name': 'Ethan', 'last_name': 'Regnier', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 11, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 11, 'Balance': 10, 'Speed': 11, 'Stamina': 11, 'Strength': 9, 'Fighting': 7, 'Screening': 10, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 11, 'Shooting Range': 3, 'Offensive Read': 11, 'Checking': 10, 'Faceoffs': 8, 'Hitting': 11, 'Positioning': 12, 'Shot Blocking': 5, 'Stickchecking': 11, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 312}
{'first_name': 'Bryce', 'last_name': 'Kindopp', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 9, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 13, 'Speed': 13, 'Stamina': 14, 'Strength': 13, 'Fighting': 6, 'Screening': 13, 'Getting Open': 13, 'Passing': 13, 'Puck Handling': 14, 'Shooting Accuracy': 14, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 11, 'Faceoffs': 10, 'Hitting': 11, 'Positioning': 12, 'Shot Blocking': 7, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 615}
{'first_name': 'Jake', 'last_name': 'Christiansen', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 9, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 12, 'Balance': 13, 'Speed': 12, 'Stamina': 13, 'Strength': 12, 'Fighting': 7, 'Screening': 6, 'Getting Open': 10, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 8, 'Shooting Range': 14, 'Offensive Read': 11, 'Checking': 11, 'Faceoffs': 6, 'Hitting': 10, 'Positioning': 13, 'Shot Blocking': 12, 'Stickchecking': 12, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 451}
{'first_name': 'Wyatte', 'last_name': 'Wylie', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 8, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 13, 'Speed': 12, 'Stamina': 12, 'Strength': 13, 'Fighting': 6, 'Screening': 5, 'Getting Open': 9, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 15, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 5, 'Hitting': 10, 'Positioning': 14, 'Shot Blocking': 12, 'Stickchecking': 14, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 486}
{'first_name': 'Tyson', 'last_name': 'Phare', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 12, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 11, 'Speed': 10, 'Stamina': 10, 'Strength': 12, 'Fighting': 7, 'Screening': 12, 'Getting Open': 11, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 12, 'Shooting Range': 3, 'Offensive Read': 11, 'Checking': 12, 'Faceoffs': 9, 'Hitting': 12, 'Positioning': 9, 'Shot Blocking': 5, 'Stickchecking': 10, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 331}
{'first_name': 'Ronan', 'last_name': 'Seeley', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 6, 'Bravery': 7, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 12, 'Balance': 10, 'Speed': 12, 'Stamina': 11, 'Strength': 10, 'Fighting': 4, 'Screening': 4, 'Getting Open': 8, 'Passing': 14, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 14, 'Offensive Read': 13, 'Checking': 9, 'Faceoffs': 5, 'Hitting': 7, 'Positioning': 12, 'Shot Blocking': 10, 'Stickchecking': 12, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 346}
{'first_name': 'Jackson', 'last_name': 'Berezowski', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 8, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 10, 'Speed': 10, 'Stamina': 10, 'Strength': 10, 'Fighting': 4, 'Screening': 9, 'Getting Open': 9, 'Passing': 9, 'Puck Handling': 10, 'Shooting Accuracy': 9, 'Shooting Range': 1, 'Offensive Read': 9, 'Checking': 8, 'Faceoffs': 6, 'Hitting': 9, 'Positioning': 10, 'Shot Blocking': 3, 'Stickchecking': 9, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 156}
{'first_name': 'Dylan', 'last_name': 'Anderson', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 8, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 10, 'Speed': 10, 'Stamina': 11, 'Strength': 9, 'Fighting': 4, 'Screening': 2, 'Getting Open': 7, 'Passing': 10, 'Puck Handling': 11, 'Shooting Accuracy': 5, 'Shooting Range': 11, 'Offensive Read': 10, 'Checking': 9, 'Faceoffs': 2, 'Hitting': 9, 'Positioning': 9, 'Shot Blocking': 8, 'Stickchecking': 10, 'Defensive Read': 9, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 176}
{'first_name': 'Olen', 'last_name': 'Zellweger', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 4, 'Bravery': 8, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 11, 'Balance': 12, 'Speed': 11, 'Stamina': 12, 'Strength': 9, 'Fighting': 3, 'Screening': 2, 'Getting Open': 6, 'Passing': 10, 'Puck Handling': 11, 'Shooting Accuracy': 5, 'Shooting Range': 11, 'Offensive Read': 9, 'Checking': 8, 'Faceoffs': 2, 'Hitting': 6, 'Positioning': 10, 'Shot Blocking': 10, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 218}
{'first_name': 'Carter', 'last_name': 'Halamandaris', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 8, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 11, 'Strength': 10, 'Fighting': 4, 'Screening': 10, 'Getting Open': 10, 'Passing': 7, 'Puck Handling': 8, 'Shooting Accuracy': 11, 'Shooting Range': 2, 'Offensive Read': 8, 'Checking': 7, 'Faceoffs': 10, 'Hitting': 7, 'Positioning': 10, 'Shot Blocking': 4, 'Stickchecking': 10, 'Defensive Read': 8, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 190}
{'first_name': 'Braden', 'last_name': 'Holt', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 5, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 10, 'Goalie Stamina': 11, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 9, 'G Passing': 7, 'G Pokecheck': 9, 'Blocker': 9, 'Glove': 10, 'Rebound': 9, 'Recovery': 9, 'G Puckhandling': 8, 'Low Shots': 10, 'G Skating': 9, 'Reflexes': 10, 'TPE': 102}
{'first_name': 'Michal', 'last_name': 'Gut', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 9, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 11, 'Balance': 11, 'Speed': 12, 'Stamina': 11, 'Strength': 11, 'Fighting': 5, 'Screening': 11, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 12, 'Shooting Range': 3, 'Offensive Read': 12, 'Checking': 9, 'Faceoffs': 11, 'Hitting': 10, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 333}
{'first_name': 'Jacob', 'last_name': 'Wright', 'Team Name': 'Everett', 'Team Nickname': 'Silvertips', 'Aggression': 3, 'Bravery': 7, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 11, 'Speed': 11, 'Stamina': 10, 'Strength': 8, 'Fighting': 1, 'Screening': 9, 'Getting Open': 10, 'Passing': 13, 'Puck Handling': 12, 'Shooting Accuracy': 11, 'Shooting Range': 2, 'Offensive Read': 13, 'Checking': 9, 'Faceoffs': 8, 'Hitting': 7, 'Positioning': 11, 'Shot Blocking': 5, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 270}
{'first_name': 'Jonas', 'last_name': 'Brøndberg', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 11, 'Balance': 12, 'Speed': 12, 'Stamina': 12, 'Strength': 12, 'Fighting': 6, 'Screening': 6, 'Getting Open': 8, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 6, 'Shooting Range': 12, 'Offensive Read': 11, 'Checking': 13, 'Faceoffs': 3, 'Hitting': 11, 'Positioning': 13, 'Shot Blocking': 15, 'Stickchecking': 14, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 472}
{'first_name': 'Robbie', 'last_name': 'Fromm-Delorme', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 9, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 11, 'Strength': 10, 'Fighting': 5, 'Screening': 9, 'Getting Open': 9, 'Passing': 9, 'Puck Handling': 10, 'Shooting Accuracy': 9, 'Shooting Range': 1, 'Offensive Read': 9, 'Checking': 9, 'Faceoffs': 6, 'Hitting': 9, 'Positioning': 10, 'Shot Blocking': 3, 'Stickchecking': 9, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 185}
{'first_name': 'Clay', 'last_name': 'Hanus', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 13, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 11, 'Balance': 11, 'Speed': 10, 'Stamina': 11, 'Strength': 11, 'Fighting': 8, 'Screening': 6, 'Getting Open': 9, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 7, 'Shooting Range': 12, 'Offensive Read': 10, 'Checking': 12, 'Faceoffs': 1, 'Hitting': 13, 'Positioning': 12, 'Shot Blocking': 12, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 353}
{'first_name': 'John', 'last_name': 'Ludvig', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 14, 'Bravery': 14, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 14, 'Agility': 13, 'Balance': 15, 'Speed': 13, 'Stamina': 12, 'Strength': 13, 'Fighting': 8, 'Screening': 5, 'Getting Open': 9, 'Passing': 13, 'Puck Handling': 13, 'Shooting Accuracy': 6, 'Shooting Range': 15, 'Offensive Read': 11, 'Checking': 14, 'Faceoffs': 6, 'Hitting': 14, 'Positioning': 14, 'Shot Blocking': 13, 'Stickchecking': 13, 'Defensive Read': 13, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 714}
{'first_name': 'Reece', 'last_name': 'Newkirk', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 12, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 13, 'Agility': 14, 'Balance': 12, 'Speed': 13, 'Stamina': 12, 'Strength': 11, 'Fighting': 7, 'Screening': 12, 'Getting Open': 12, 'Passing': 14, 'Puck Handling': 14, 'Shooting Accuracy': 13, 'Shooting Range': 5, 'Offensive Read': 14, 'Checking': 12, 'Faceoffs': 12, 'Hitting': 12, 'Positioning': 11, 'Shot Blocking': 6, 'Stickchecking': 11, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 583}
{'first_name': 'Joel', 'last_name': 'Hofer', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 1, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 15, 'Goalie Stamina': 14, 'Acceleration': 1, 'Agility': 1, 'Balance': 1, 'Speed': 1, 'Stamina': 1, 'Strength': 1, 'Fighting': 1, 'Screening': 1, 'Getting Open': 1, 'Passing': 1, 'Puck Handling': 1, 'Shooting Accuracy': 1, 'Shooting Range': 1, 'Offensive Read': 1, 'Checking': 1, 'Faceoffs': 1, 'Hitting': 1, 'Positioning': 1, 'Shot Blocking': 1, 'Stickchecking': 1, 'Defensive Read': 1, 'G Positioning': 14, 'G Passing': 12, 'G Pokecheck': 14, 'Blocker': 13, 'Glove': 14, 'Rebound': 13, 'Recovery': 14, 'G Puckhandling': 13, 'Low Shots': 13, 'G Skating': 13, 'Reflexes': 13, 'TPE': 517}
{'first_name': 'Kade', 'last_name': 'Nolan', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 11, 'Speed': 11, 'Stamina': 11, 'Strength': 11, 'Fighting': 5, 'Screening': 4, 'Getting Open': 5, 'Passing': 9, 'Puck Handling': 9, 'Shooting Accuracy': 4, 'Shooting Range': 10, 'Offensive Read': 8, 'Checking': 9, 'Faceoffs': 1, 'Hitting': 8, 'Positioning': 10, 'Shot Blocking': 11, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 187}
{'first_name': 'Jaydon', 'last_name': 'Dureau', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 9, 'Bravery': 12, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 12, 'Speed': 12, 'Stamina': 10, 'Strength': 8, 'Fighting': 6, 'Screening': 10, 'Getting Open': 10, 'Passing': 11, 'Puck Handling': 11, 'Shooting Accuracy': 11, 'Shooting Range': 2, 'Offensive Read': 11, 'Checking': 9, 'Faceoffs': 8, 'Hitting': 9, 'Positioning': 10, 'Shot Blocking': 5, 'Stickchecking': 10, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 277}
{'first_name': 'Kishaun', 'last_name': 'Gervais', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 11, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 9, 'Agility': 9, 'Balance': 10, 'Speed': 10, 'Stamina': 9, 'Strength': 9, 'Fighting': 7, 'Screening': 10, 'Getting Open': 9, 'Passing': 8, 'Puck Handling': 9, 'Shooting Accuracy': 10, 'Shooting Range': 1, 'Offensive Read': 9, 'Checking': 10, 'Faceoffs': 7, 'Hitting': 10, 'Positioning': 8, 'Shot Blocking': 4, 'Stickchecking': 9, 'Defensive Read': 8, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 162}
{'first_name': 'Simon', 'last_name': 'Knak', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 5, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 12, 'Agility': 12, 'Balance': 12, 'Speed': 12, 'Stamina': 12, 'Strength': 10, 'Fighting': 2, 'Screening': 12, 'Getting Open': 11, 'Passing': 12, 'Puck Handling': 13, 'Shooting Accuracy': 12, 'Shooting Range': 4, 'Offensive Read': 11, 'Checking': 10, 'Faceoffs': 8, 'Hitting': 10, 'Positioning': 12, 'Shot Blocking': 5, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 368}
{'first_name': 'Nick', 'last_name': 'Cicek', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 13, 'Bravery': 13, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 9, 'Balance': 10, 'Speed': 10, 'Stamina': 10, 'Strength': 11, 'Fighting': 8, 'Screening': 6, 'Getting Open': 7, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 5, 'Shooting Range': 13, 'Offensive Read': 11, 'Checking': 12, 'Faceoffs': 4, 'Hitting': 12, 'Positioning': 10, 'Shot Blocking': 10, 'Stickchecking': 11, 'Defensive Read': 10, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 330}
{'first_name': 'Lane', 'last_name': 'Gilliss', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 7, 'Bravery': 11, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 11, 'Agility': 10, 'Balance': 11, 'Speed': 11, 'Stamina': 12, 'Strength': 13, 'Fighting': 6, 'Screening': 10, 'Getting Open': 10, 'Passing': 12, 'Puck Handling': 12, 'Shooting Accuracy': 11, 'Shooting Range': 4, 'Offensive Read': 11, 'Checking': 10, 'Faceoffs': 9, 'Hitting': 10, 'Positioning': 12, 'Shot Blocking': 6, 'Stickchecking': 12, 'Defensive Read': 11, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 329}
{'first_name': 'Jake', 'last_name': 'Gricius', 'Team Name': 'Portland', 'Team Nickname': 'Winterhawks', 'Aggression': 8, 'Bravery': 10, 'Determination': 0, 'Teamplayer': 0, 'Leadership': 0, 'Temperament': 0, 'Professionalism': 0, 'Mental Toughness': 1, 'Goalie Stamina': 1, 'Acceleration': 10, 'Agility': 10, 'Balance': 11, 'Speed': 10, 'Stamina': 12, 'Strength': 13, 'Fighting': 5, 'Screening': 11, 'Getting Open': 11, 'Passing': 11, 'Puck Handling': 12, 'Shooting Accuracy': 11, 'Shooting Range': 4, 'Offensive Read': 12, 'Checking': 11, 'Faceoffs': 12, 'Hitting': 10, 'Positioning': 12, 'Shot Blocking': 6, 'Stickchecking': 11, 'Defensive Read': 12, 'G Positioning': 1, 'G Passing': 1, 'G Pokecheck': 1, 'Blocker': 1, 'Glove': 1, 'Rebound': 1, 'Recovery': 1, 'G Puckhandling': 1, 'Low Shots': 1, 'G Skating': 1, 'Reflexes': 1, 'TPE': 348}
